,price_a,price_b,beta,spread,zscore,side,entry_z,holding_days,exit_reason,position_a,position_b,model,ret_a,ret_b,weight_a,weight_b,pair_id,target_notional_a,target_notional_b,pair_pnl,pair_gross_exposure
2022-11-03,20.386381149291992,54.36036682128906,0.3749954242238041,0.0014923321810940138,2.503552353681234,-1,2.503552353681234,1,,-1,1,kalman_beta,0.014376302452326017,-0.007815011425249652,-0.7272751475260422,0.2727248524739579,DOC__WELL,-58288.68251033485,21857.98922540965,-32.0586686942978,80146.6717357445
2022-11-04,20.66175842285156,56.73397445678711,0.3642198338502563,-0.0018803274641285839,-3.4436691835258118,-1,2.503552353681234,2,,-1,1,kalman_beta,0.013507903709979008,0.04366430497611118,-0.7330196902193442,0.2669803097806559,DOC__WELL,-58747.208517015286,21396.898525233668,165.7629331062521,80144.10704224896
2022-11-07,20.825260162353516,57.20869827270508,0.3640232135396693,-3.402529791785014e-05,-0.28916123404015204,0,,0,mean_reversion_exit,0,0,kalman_beta,0.007913253855544422,0.008367540269535567,0.0,0.0,DOC__WELL,0.0,0.0,-318.83230243687,0.0
2022-11-08,20.7994441986084,61.90937805175781,0.33603825405535076,-0.004475111556949685,-5.448549181010018,1,-5.448549181010018,1,,1,-1,kalman_beta,-0.0012396466379702709,0.08216722143624589,0.7484815625335911,-0.2515184374664088,DOC__WELL,59977.22089878327,-20154.640593919226,-32.052744597081,80131.8614927025
2022-11-09,20.56709861755371,61.90007019042969,0.33227265827298014,-0.000602251904417983,-0.7667906303865542,1,-5.448549181010018,2,,1,-1,kalman_beta,-0.011170759123949714,-0.00015034654879497733,0.7505971047220139,-0.249402895277986,DOC__WELL,60144.8185366245,-19984.478736510235,-667.415925656894,80129.29727313474
2022-11-10,21.814891815185547,65.21381378173828,0.33450815376368404,0.0003393671675802068,0.34551299255376355,0,,0,mean_reversion_exit,0,0,kalman_beta,0.06066938370037578,0.05353376144993338,0.0,0.0,DOC__WELL,0.0,0.0,2546.7358231488884,0.0
2022-11-11,21.875131607055664,66.62867736816406,0.3283278427778334,-0.0009183003738932882,-1.1323616702308774,0,,0,,0,0,kalman_beta,0.002761406858235338,0.021695765120579136,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-11-14,21.30716896057129,65.42791748046875,0.32566483430085,-0.0004029443552546752,-0.5088246443691984,0,,0,,0,0,kalman_beta,-0.02596385048952954,-0.01802166777317793,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-11-15,21.685810089111328,65.07420349121094,0.3332297292435167,0.0011508789975991363,1.3107055230243772,0,,0,,0,0,kalman_beta,0.017770597738287597,-0.005406163039858303,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-11-16,21.14366340637207,63.48247528076172,0.3330634045220436,-2.5938124903035487e-05,-0.08597084261685052,0,,0,,0,0,kalman_beta,-0.025000065965323337,-0.02446020273861982,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-11-17,20.997373580932617,62.66534805297851,0.3350664726869111,0.0003164491235168043,0.31390713763278727,0,,0,,0,0,kalman_beta,-0.006918849521382664,-0.012871697648356162,0.0,0.0,DOC__WELL,0.0,0.0,-0.0,0.0
2022-11-18,21.212507247924805,63.66093444824219,0.3332152648395396,-0.0002878841787854469,-0.399473709457126,0,,0,,0,0,kalman_beta,0.0102457417430315,0.015887351242699355,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-11-21,21.67720413208008,64.03662872314453,0.3384998176326154,0.0008169874881573946,0.883192601366557,0,,0,,0,0,kalman_beta,0.021906740147407122,0.0059014885370209935,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
2022-11-22,21.8579158782959,64.66590118408203,0.33801415939135054,-7.435172572911597e-05,-0.16108994946543728,0,,0,,0,0,kalman_beta,0.008336487727602426,0.0098267581146112,0.0,0.0,DOC__WELL,0.0,0.0,0.0,0.0
